gene	source	article_id	pmid	pmcid	doi	title	year	url	text_mentions_perturbation	text_mentions_metabolism	text_mentions_PDCA_model	evidence_status	intervention_direction	metabolite_or_flux_measured	rescue	opposing_result	reading_depth
MDH2	MED	36301191	36301191	PMC10216878	10.1210/endrev/bnac025	Hypoxia-Inducible Factor 2 Alpha (HIF2α) Inhibitors: Targeting Genetically Driven Tumor Hypoxia.	2023	https://europepmc.org/article/MED/36301191	False	False	False	LOCATED_NOT_VALIDATED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	ABSTRACT_RETRIEVED_NOT_MANUALLY_ADJUDICATED
MDH2	MED	38483955	38483955	PMC11109651	10.1002/advs.202308569	Photosensitive Hydrogel with Temperature-Controlled Reversible Nano-Apertures for Single-Cell Protein Analysis.	2024	https://europepmc.org/article/MED/38483955	False	True	False	LOCATED_NOT_VALIDATED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	ABSTRACT_RETRIEVED_NOT_MANUALLY_ADJUDICATED
MDH2	MED	38962852	38962852		10.1042/ebc20230085	Physiology of malate dehydrogenase and how dysregulation leads to disease.	2024	https://europepmc.org/article/MED/38962852	True	True	True	LOCATED_NOT_VALIDATED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	ABSTRACT_RETRIEVED_NOT_MANUALLY_ADJUDICATED
ME2	MED	36590518	36590518	PMC9801130	10.1016/j.heliyon.2022.e12392	Integrative structural and functional analysis of human malic enzyme 3: A potential therapeutic target for pancreatic cancer.	2022	https://europepmc.org/article/MED/36590518	False	False	False	LOCATED_NOT_VALIDATED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	ABSTRACT_RETRIEVED_NOT_MANUALLY_ADJUDICATED
ME2	MED	36655126	36655126	PMC9841596	10.1021/acsmedchemlett.2c00369	In the Quest for Potent and Selective Malic Enzyme 3 Inhibitors for the Treatment of Pancreatic Ductal Adenocarcinoma.	2023	https://europepmc.org/article/MED/36655126	True	False	True	LOCATED_NOT_VALIDATED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	ABSTRACT_RETRIEVED_NOT_MANUALLY_ADJUDICATED
ME2	MED	39602246	39602246		10.1021/acs.nanolett.4c05123	A Targeted Octahedral DNA Nanostructure Co-delivers siME3 and Doxorubicin to Enhance Collateral Lethality in ME2-Deficient Pancreatic Cancer.	2024	https://europepmc.org/article/MED/39602246	True	False	False	LOCATED_NOT_VALIDATED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	ABSTRACT_RETRIEVED_NOT_MANUALLY_ADJUDICATED
ME2	MED	40946225	40946225		10.1002/cmdc.202500470	Strategic Design and Development of Indole-Based Compounds as Potent Malic Enzyme 3 Inhibitors for Pancreatic Tumor Therapy.	2025	https://europepmc.org/article/MED/40946225	True	False	True	LOCATED_NOT_VALIDATED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	ABSTRACT_RETRIEVED_NOT_MANUALLY_ADJUDICATED
ME2	MED	42179536	42179536	PMC13191531	10.1021/acsomega.5c10692	Synthesis, Structural Insights, and In Vitro Evaluation of Novel Silver Complexes Supported by Amantadine-Functionalized Bis(pyrazolyl)acetate Ligands as Anticancer Agents.	2026	https://europepmc.org/article/MED/42179536	False	False	True	LOCATED_NOT_VALIDATED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	ABSTRACT_RETRIEVED_NOT_MANUALLY_ADJUDICATED
MGLL	MED	32899691	32899691	PMC7555373	10.3390/ijms21186459	Role of miR-30a-3p Regulation of Oncogenic Targets in Pancreatic Ductal Adenocarcinoma Pathogenesis.	2020	https://europepmc.org/article/MED/32899691	True	False	True	LOCATED_NOT_VALIDATED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	ABSTRACT_RETRIEVED_NOT_MANUALLY_ADJUDICATED
MGLL	MED	34078402	34078402	PMC8171034	10.1186/s12944-021-01476-y	Identification of prognostic lipid droplet-associated genes in pancreatic cancer patients via bioinformatics analysis.	2021	https://europepmc.org/article/MED/34078402	False	True	False	LOCATED_NOT_VALIDATED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	ABSTRACT_RETRIEVED_NOT_MANUALLY_ADJUDICATED
MGLL	MED	34823884	34823884		10.1016/j.biomaterials.2021.121264	Reduction-responsive RNAi nanoplatform to reprogram tumor lipid metabolism and repolarize macrophage for combination pancreatic cancer therapy.	2022	https://europepmc.org/article/MED/34823884	True	True	False	LOCATED_NOT_VALIDATED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	ABSTRACT_RETRIEVED_NOT_MANUALLY_ADJUDICATED
MGLL	MED	40089287	40089287			MGLL Promotes Pancreatic Cancer Progression and Invasion: Potential Therapeutic Inhibition by Melatonin.	2025	https://europepmc.org/article/MED/40089287	True	True	True	LOCATED_NOT_VALIDATED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	ABSTRACT_RETRIEVED_NOT_MANUALLY_ADJUDICATED
MGLL	MED	41071219	41071219		10.1007/s10142-025-01718-7	Tanshinone IIA ameliorates pancreatic injury in type 2 diabetic mice by modulating inflammation and endoplasmic reticulum stress via the IL-6/JAK2/STAT3 pathway.	2025	https://europepmc.org/article/MED/41071219	False	True	False	LOCATED_NOT_VALIDATED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	ABSTRACT_RETRIEVED_NOT_MANUALLY_ADJUDICATED
MOGAT2	MED	37274331	37274331	PMC10233012	10.3389/fendo.2023.1185456	Effect of guanylin peptides on pancreas steatosis and function in experimental diet-induced obesity and after bariatric surgery.	2023	https://europepmc.org/article/MED/37274331	False	False	False	LOCATED_NOT_VALIDATED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	ABSTRACT_RETRIEVED_NOT_MANUALLY_ADJUDICATED
MOGAT3	MED	37523607	37523607		10.1097/mpa.0000000000002229	Identifying Liver Metastasis-Related Genes Through a Coexpression Network to Construct a 5-Gene Model for Predicting Pancreatic Ductal Adenocarcinoma Patient Prognosis.	2023	https://europepmc.org/article/MED/37523607	False	False	True	LOCATED_NOT_VALIDATED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	ABSTRACT_RETRIEVED_NOT_MANUALLY_ADJUDICATED
MTHFD2	MED	30008872	30008872	PMC6036444	10.3892/ol.2018.8795	The mitochondrial one-carbon metabolic pathway is associated with patient survival in pancreatic cancer.	2018	https://europepmc.org/article/MED/30008872	False	True	True	LOCATED_NOT_VALIDATED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	ABSTRACT_RETRIEVED_NOT_MANUALLY_ADJUDICATED
MTHFD2	MED	33782411	33782411	PMC8007798	10.1038/s41467-021-22173-5	The folate cycle enzyme MTHFD2 induces cancer immune evasion through PD-L1 up-regulation.	2021	https://europepmc.org/article/MED/33782411	False	True	False	LOCATED_NOT_VALIDATED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	ABSTRACT_RETRIEVED_NOT_MANUALLY_ADJUDICATED
MTHFD2	MED	36698109	36698109	PMC9875418	10.1186/s12885-022-10433-6	MYEOV overexpression induced by demethylation of its promoter contributes to pancreatic cancer progression via activation of the folate cycle/c-Myc/mTORC1 pathway.	2023	https://europepmc.org/article/MED/36698109	True	True	False	LOCATED_NOT_VALIDATED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	ABSTRACT_RETRIEVED_NOT_MANUALLY_ADJUDICATED
MTHFD2	PPR	PPR1047783			10.1101/2025.07.04.663229	Inhibition of formate production blocks CD8  <sup>+</sup>  T-cell responses and delays disease onset in a mouse model of type 1 diabetes	2025	https://europepmc.org/article/PPR/PPR1047783	False	True	False	LOCATED_NOT_VALIDATED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	ABSTRACT_RETRIEVED_NOT_MANUALLY_ADJUDICATED
MTHFD2	PPR	PPR716382			10.21203/rs.3.rs-3289530/v1	A Bioinformatic Analysis Reveals Commonly Dysregulated Genes and Pathways in Multiple Cancers Treated with Metformin 	2023	https://europepmc.org/article/PPR/PPR716382	False	False	False	LOCATED_NOT_VALIDATED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	ABSTRACT_RETRIEVED_NOT_MANUALLY_ADJUDICATED
NADK	MED	26806015	26806015	PMC4737758	10.1038/ncomms10500	Functional annotation of rare gene aberration drivers of pancreatic cancer.	2016	https://europepmc.org/article/MED/26806015	False	False	True	LOCATED_NOT_VALIDATED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	ABSTRACT_RETRIEVED_NOT_MANUALLY_ADJUDICATED
NADK	MED	34133937	34133937	PMC12076440	10.1016/j.celrep.2021.109238	NADK is activated by oncogenic signaling to sustain pancreatic ductal adenocarcinoma.	2021	https://europepmc.org/article/MED/34133937	False	True	True	LOCATED_NOT_VALIDATED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	ABSTRACT_RETRIEVED_NOT_MANUALLY_ADJUDICATED
NADK	MED	38872756	38872756		10.1002/cdt3.124	Unveiling blood pressure-associated genes in aortic cells through integrative analysis of GWAS and RNA modification-associated variants.	2024	https://europepmc.org/article/MED/38872756	True	False	False	LOCATED_NOT_VALIDATED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	ABSTRACT_RETRIEVED_NOT_MANUALLY_ADJUDICATED
NADK	MED	40045495	40045495	PMC11984695	10.1111/acel.70037	Downregulation of NAD Kinase Expression in β-Cells Contributes to the Aging-Associated Decline in Glucose-Stimulated Insulin Secretion.	2025	https://europepmc.org/article/MED/40045495	True	True	False	LOCATED_NOT_VALIDATED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	ABSTRACT_RETRIEVED_NOT_MANUALLY_ADJUDICATED
NADK	PPR	PPR1055879			10.1101/2025.07.24.666230	Palmitoylation-dependent activation of NADK promotes NADP  <sup>+</sup>  synthesis and tumorigenesis	2025	https://europepmc.org/article/PPR/PPR1055879	False	False	False	LOCATED_NOT_VALIDATED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	ABSTRACT_RETRIEVED_NOT_MANUALLY_ADJUDICATED
NADK2	MED	35786294	35786294	PMC9851237	10.1080/15548627.2022.2093026	Autophagy loss impedes cancer-associated fibroblast activation via downregulating proline biosynthesis.	2023	https://europepmc.org/article/MED/35786294	False	False	True	LOCATED_NOT_VALIDATED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	ABSTRACT_RETRIEVED_NOT_MANUALLY_ADJUDICATED
NADK2	MED	40045495	40045495	PMC11984695	10.1111/acel.70037	Downregulation of NAD Kinase Expression in β-Cells Contributes to the Aging-Associated Decline in Glucose-Stimulated Insulin Secretion.	2025	https://europepmc.org/article/MED/40045495	True	True	False	LOCATED_NOT_VALIDATED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	ABSTRACT_RETRIEVED_NOT_MANUALLY_ADJUDICATED
NMNAT1	MED	38467179	38467179		10.1016/j.canlet.2024.216806	Lactate enhances NMNAT1 lactylation to sustain nuclear NAD&lt;sup&gt;+&lt;/sup&gt; salvage pathway and promote survival of pancreatic adenocarcinoma cells under glucose-deprived conditions.	2024	https://europepmc.org/article/MED/38467179	False	True	True	LOCATED_NOT_VALIDATED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	ABSTRACT_RETRIEVED_NOT_MANUALLY_ADJUDICATED
NMNAT2	MED	34871777	34871777	PMC8732780	10.1016/j.molmet.2021.101414	Increased glycolysis affects β-cell function and identity in aging and diabetes.	2022	https://europepmc.org/article/MED/34871777	True	True	False	LOCATED_NOT_VALIDATED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	ABSTRACT_RETRIEVED_NOT_MANUALLY_ADJUDICATED
NMNAT2	MED	38625917	38625917	PMC11020856	10.1371/journal.pone.0302130	Activated NAD+ biosynthesis pathway induces olaparib resistance in BRCA1 knockout pancreatic cancer cells.	2024	https://europepmc.org/article/MED/38625917	True	True	True	LOCATED_NOT_VALIDATED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	ABSTRACT_RETRIEVED_NOT_MANUALLY_ADJUDICATED
NQO1	MED	41324572	41324572	PMC13064515	10.1093/jnci/djaf345	NQO1 as a predictor of response to adjuvant GemCap treatment for pancreatic cancer.	2026	https://europepmc.org/article/MED/41324572	True	True	True	LOCATED_NOT_VALIDATED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	ABSTRACT_RETRIEVED_NOT_MANUALLY_ADJUDICATED
NQO1	MED	41564125	41564125	PMC12849708	10.1073/pnas.2511733123	Selective targeting of NRF2-high pancreatic ductal adenocarcinoma with an NQO1-activatable prodrug.	2026	https://europepmc.org/article/MED/41564125	False	False	True	LOCATED_NOT_VALIDATED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	ABSTRACT_RETRIEVED_NOT_MANUALLY_ADJUDICATED
NQO1	MED	42209673	42209673		10.1038/s41416-026-03477-z	Lactylation-related prognostic signature characterized in pancreatic ductal adenocarcinoma through public scRNA-seq dataset and machine learning algorithms: the TOP2A-H3K18la-NQO1 axis orchestrates malignant progression.	2026	https://europepmc.org/article/MED/42209673	False	False	True	LOCATED_NOT_VALIDATED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	ABSTRACT_RETRIEVED_NOT_MANUALLY_ADJUDICATED
NQO1	MED	42551763	42551763		10.1016/j.freeradbiomed.2026.08.003	Se-methylselenocysteine induces NRF2-ATF4 stress signaling and ferroptosis-associated remodeling in pancreatic cancer.	2026	https://europepmc.org/article/MED/42551763	False	True	True	LOCATED_NOT_VALIDATED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	ABSTRACT_RETRIEVED_NOT_MANUALLY_ADJUDICATED
NQO1	PPR	PPR1093058			10.1101/2025.09.25.678687	NQO1 phase condensation promotes stress granule assembly to facilitate pancreatic carcinogenesis	2025	https://europepmc.org/article/PPR/PPR1093058	False	False	True	LOCATED_NOT_VALIDATED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	ABSTRACT_RETRIEVED_NOT_MANUALLY_ADJUDICATED
NT5C1A	MED	28077438	28077438	PMC5868285	10.1136/gutjnl-2016-311954	Fibroblast drug scavenging increases intratumoural gemcitabine accumulation in murine pancreas cancer.	2018	https://europepmc.org/article/MED/28077438	False	True	True	LOCATED_NOT_VALIDATED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	ABSTRACT_RETRIEVED_NOT_MANUALLY_ADJUDICATED
NT5C1A	MED	30709769	30709769	PMC6413477	10.1016/j.ebiom.2019.01.037	Cytosolic 5'-nucleotidase 1A is overexpressed in pancreatic cancer and mediates gemcitabine resistance by reducing intracellular gemcitabine metabolites.	2019	https://europepmc.org/article/MED/30709769	True	True	True	LOCATED_NOT_VALIDATED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	ABSTRACT_RETRIEVED_NOT_MANUALLY_ADJUDICATED
NT5C1A	MED	33287390	33287390	PMC7761836	10.3390/cancers12123628	Differential Gemcitabine Sensitivity in Primary Human Pancreatic Cancer Cells and Paired Stellate Cells Is Driven by Heterogenous Drug Uptake and Processing.	2020	https://europepmc.org/article/MED/33287390	True	True	True	LOCATED_NOT_VALIDATED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	ABSTRACT_RETRIEVED_NOT_MANUALLY_ADJUDICATED
NT5C1A	MED	38331874	38331874		10.1124/dmd.123.001508	Cytosolic 5'-Nucleotidase III and Nucleoside Triphosphate Diphosphohydrolase 1 Dephosphorylate the Pharmacologically Active Metabolites of Gemcitabine and Emtricitabine.	2024	https://europepmc.org/article/MED/38331874	False	True	False	LOCATED_NOT_VALIDATED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	ABSTRACT_RETRIEVED_NOT_MANUALLY_ADJUDICATED
NT5C1A	MED	38744194	38744194	PMC11109879	10.1016/j.neo.2024.101002	Expression of gemcitabine metabolizing enzymes and stromal components reveal complexities of preclinical pancreatic cancer models for therapeutic testing.	2024	https://europepmc.org/article/MED/38744194	False	True	True	LOCATED_NOT_VALIDATED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	ABSTRACT_RETRIEVED_NOT_MANUALLY_ADJUDICATED
NT5C2	MED	32999320	32999320	PMC7527562	10.1038/s41598-020-71336-9	NT5C2 methylation regulatory interplay between DNMT1 and insulin receptor in type 2 diabetes.	2020	https://europepmc.org/article/MED/32999320	True	False	False	LOCATED_NOT_VALIDATED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	ABSTRACT_RETRIEVED_NOT_MANUALLY_ADJUDICATED
NT5C2	MED	37576396	37576396	PMC10414034	10.7150/jca.85811	The NT5DC family: expression profile and prognostic value in pancreatic adenocarcinoma.	2023	https://europepmc.org/article/MED/37576396	False	False	True	LOCATED_NOT_VALIDATED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	ABSTRACT_RETRIEVED_NOT_MANUALLY_ADJUDICATED
NT5E	MED	40236698	40236698	PMC11996659	10.3389/fimmu.2025.1569088	Unveiling purine metabolism dysregulation orchestrated immunosuppression in advanced pancreatic cancer and concentrating on the central role of NT5E.	2025	https://europepmc.org/article/MED/40236698	False	True	True	LOCATED_NOT_VALIDATED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	ABSTRACT_RETRIEVED_NOT_MANUALLY_ADJUDICATED
NT5E	MED	40582491	40582491		10.1016/j.canlet.2025.217887	Multi-omics analysis of polyamine metabolism implicates NT5E/CD73 in the progression of pancreatic cancer.	2025	https://europepmc.org/article/MED/40582491	True	True	True	LOCATED_NOT_VALIDATED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	ABSTRACT_RETRIEVED_NOT_MANUALLY_ADJUDICATED
NT5E	MED	40997931	40997931		10.4143/crt.2025.510	Extracellular Vesicle-Derived Adenosine as a Diagnostic Metabolic Biomarker for Pancreatic Ductal Adenocarcinoma.	2025	https://europepmc.org/article/MED/40997931	False	True	True	LOCATED_NOT_VALIDATED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	ABSTRACT_RETRIEVED_NOT_MANUALLY_ADJUDICATED
NT5E	PPR	PPR1215947			10.64898/2026.04.05.713683	Combination Immunotherapy Enhances Serial Radiofrequency Ablation Induced Systemic Antitumor Immunity in Pancreatic Cancer	2026	https://europepmc.org/article/PPR/PPR1215947	False	False	True	LOCATED_NOT_VALIDATED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	ABSTRACT_RETRIEVED_NOT_MANUALLY_ADJUDICATED
NT5E	PPR	PPR1317704			10.64898/2026.09.07.749769	Neoadjuvant chemotherapy induces transient, regimen-specific immune–stromal reprogramming in pancreatic ductal adenocarcinoma	2026	https://europepmc.org/article/PPR/PPR1317704	False	False	True	LOCATED_NOT_VALIDATED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	ABSTRACT_RETRIEVED_NOT_MANUALLY_ADJUDICATED
NT5M	MED	40683920	40683920	PMC12276275	10.1038/s41598-025-10098-8	Bioinformatics analysis identifies NT5M modulates immune evasion through PD-L1 via CXCL8 in pancreatic adenocarcinoma.	2025	https://europepmc.org/article/MED/40683920	False	True	True	LOCATED_NOT_VALIDATED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	ABSTRACT_RETRIEVED_NOT_MANUALLY_ADJUDICATED
NUDT12	MED	33181946	33181946		10.1016/j.marpolbul.2020.111673	New insight into the molecular basis of chromium exposure of Litopenaeus vannamei by transcriptome analysis.	2020	https://europepmc.org/article/MED/33181946	False	False	False	LOCATED_NOT_VALIDATED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	ABSTRACT_RETRIEVED_NOT_MANUALLY_ADJUDICATED
OAT	MED	36670833	36670833	PMC9855006	10.3390/ani13020293	The Effect of Oat Hay, Alfalfa Hay, and Their Combined Diets on the Morphology and Function of the Pancreas in Preweaning Yak Calves.	2023	https://europepmc.org/article/MED/36670833	False	True	False	LOCATED_NOT_VALIDATED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	ABSTRACT_RETRIEVED_NOT_MANUALLY_ADJUDICATED
OAT	MED	36991126	36991126	PMC10929664	10.1038/s41586-023-05891-2	Ornithine aminotransferase supports polyamine synthesis in pancreatic cancer.	2023	https://europepmc.org/article/MED/36991126	False	True	True	LOCATED_NOT_VALIDATED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	ABSTRACT_RETRIEVED_NOT_MANUALLY_ADJUDICATED
OAT	MED	37457409	37457409	PMC10349016	10.1007/s10068-023-01340-y	Blended extract of oat, sorghum, adzuki bean, finger millet, and proso millet improved hyperglycemia and insulin resistance in the streptozotocin-nicotinamide-induced diabetic rats.	2023	https://europepmc.org/article/MED/37457409	False	False	False	LOCATED_NOT_VALIDATED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	ABSTRACT_RETRIEVED_NOT_MANUALLY_ADJUDICATED
OAT	MED	42280445	42280445	PMC13258507	10.3390/nu18111802	Effect of Oat Flakes on Glycemic Variability, Dyslipidemia, and Pancreatic Duodenum Homeobox-1 (PDX-1) Level Among Adolescents with Type 1 Diabetes: A Randomized Crossover Study.	2026	https://europepmc.org/article/MED/42280445	False	False	False	LOCATED_NOT_VALIDATED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	ABSTRACT_RETRIEVED_NOT_MANUALLY_ADJUDICATED
OAT	AGR	IND609404096				A novel strategy for β-glucan enrichment during oat germination: Low temperature stress combined with slightly acidic electrolyzed water	2026	https://europepmc.org/article/AGR/IND609404096	False	False	False	LOCATED_NOT_VALIDATED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	ABSTRACT_RETRIEVED_NOT_MANUALLY_ADJUDICATED
ODC1	MED	36660044	36660044	PMC9840196	10.1002/jgh3.12848	Role of circulating exosomal biomarkers and their diagnostic accuracy in pancreatic cancer.	2023	https://europepmc.org/article/MED/36660044	False	False	False	LOCATED_NOT_VALIDATED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	ABSTRACT_RETRIEVED_NOT_MANUALLY_ADJUDICATED
ODC1	MED	39531507	39531507	PMC11786959	10.1158/0008-5472.can-24-1142	Conditional Activation of c-MYC in Distinct Catecholaminergic Cells Drives Development of Neuroblastoma or Somatostatinoma.	2025	https://europepmc.org/article/MED/39531507	True	False	False	LOCATED_NOT_VALIDATED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	ABSTRACT_RETRIEVED_NOT_MANUALLY_ADJUDICATED
ODC1	MED	40571244	40571244		10.1016/j.biochi.2025.06.014	Ornithine decarboxylase 1 and solute carrier transporters: Coordinated gene expression in response to glucotoxicity, an in vitro investigation.	2025	https://europepmc.org/article/MED/40571244	True	True	False	LOCATED_NOT_VALIDATED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	ABSTRACT_RETRIEVED_NOT_MANUALLY_ADJUDICATED
ODC1	MED	41108994	41108994		10.1016/j.bbrc.2025.152807	Ornithine decarboxylase 1 modulation regulates plasma membrane integrity and associated gene networks under glucotoxicity and lipotoxicity stress: An in vitro study.	2025	https://europepmc.org/article/MED/41108994	True	True	False	LOCATED_NOT_VALIDATED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	ABSTRACT_RETRIEVED_NOT_MANUALLY_ADJUDICATED
ODC1	PPR	PPR821309			10.1101/2024.03.12.584622	Conditional c-MYC activation in catecholaminergic cells drives distinct neuroendocrine tumors: neuroblastoma vs somatostatinoma	2024	https://europepmc.org/article/PPR/PPR821309	True	False	False	LOCATED_NOT_VALIDATED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	ABSTRACT_RETRIEVED_NOT_MANUALLY_ADJUDICATED
